426;Lesotho;202;Landlocked developing countries
454;Malawi;202;Landlocked developing countries
466;Mali;202;Landlocked developing countries
496;Mongolia;202;Landlocked developing countries
524;Nepal;202;Landlocked developing countries
562;Niger;202;Landlocked developing countries
600;Paraguay;202;Landlocked developing countries
498;Republic of Moldova;202;Landlocked developing countries
646;Rwanda;202;Landlocked developing countries
748;Swaziland;202;Landlocked developing countries
762;Tajikistan;202;Landlocked developing countries
807;The former Yugoslav Republic of Macedonia;202;Landlocked developing countries
795;Turkmenistan;202;Landlocked developing countries
800;Uganda;202;Landlocked developing countries
860;Uzbekistan;202;Landlocked developing countries
894;Zambia;202;Landlocked developing countries
716;Zimbabwe;202;Landlocked developing countries
16;American Samoa;203;Small island developing states
660;Anguilla;203;Small island developing states
28;Antigua and Barbuda;203;Small island developing states
533;Aruba;203;Small island developing states
44;Bahamas;203;Small island developing states
52;Barbados;203;Small island developing states
84;Belize;203;Small island developing states
92;British Virgin Islands;203;Small island developing states
132;Cape Verde;203;Small island developing states
174;Comoros;203;Small island developing states
184;Cook Islands;203;Small island developing states
192;Cuba;203;Small island developing states
212;Dominica;203;Small island developing states
214;Dominican Republic;203;Small island developing states
242;Fiji;203;Small island developing states
258;French Polynesia;203;Small island developing states
308;Grenada;203;Small island developing states
316;Guam;203;Small island developing states
624;Guinea-Bissau;203;Small island developing states
328;Guyana;203;Small island developing states
332;Haiti;203;Small island developing states
388;Jamaica;203;Small island developing states
296;Kiribati;203;Small island developing states
462;Maldives;203;Small island developing states
584;Marshall Islands;203;Small island developing states
480;Mauritius;203;Small island developing states
583;Micronesia (Federated States of);203;Small island developing states
500;Montserrat;203;Small island developing states
520;Nauru;203;Small island developing states
530;Netherland Antilles;203;Small island developing states
540;New Caledonia;203;Small island developing states
570;Niue;203;Small island developing states
580;Northern Mariana Islands;203;Small island developing states
585;Palau;203;Small island developing states
598;Papua New Guinea;203;Small island developing states
630;Puerto Rico;203;Small island developing states
659;Saint Kitts and Nevis;203;Small island developing states
662;Saint Lucia;203;Small island developing states
882;Samoa;203;Small island developing states
678;Sao Tome and Principe;203;Small island developing states
690;Seychelles;203;Small island developing states
702;Singapore;203;Small island developing states
90;Solomon Islands;203;Small island developing states
670;Saint Vincent and the Grenadines;203;Small island developing states
740;Suriname;203;Small island developing states
626;Timor-Leste;203;Small island developing states
776;Tonga;203;Small island developing states
780;Trinidad and Tobago;203;Small island developing states
798;Tuvalu;203;Small island developing states
850;United States Virgin Islands;203;Small island developing states
548;Vanuatu;203;Small island developing states
51;Armenia;204;Transition countries
31;Azerbaijan;204;Transition countries
112;Belarus;204;Transition countries
398;Kazakhstan;204;Transition countries
417;Kyrgyzstan;204;Transition countries
498;Republic of Moldova;204;Transition countries
643;Russian Federation;204;Transition countries
762;Tajikistan;204;Transition countries
795;Turkmenistan;204;Transition countries
804;Ukraine;204;Transition countries
860;Uzbekistan;204;Transition countries
8;Albania;204;Transition countries
70;Bosnia and Herzegovina;204;Transition countries
191;Croatia;204;Transition countries
499;Montenegro;204;Transition countries
688;Serbia;204;Transition countries
807;The former Yugoslav Republic of Macedonia;204;Transition countries
36;Australia;205;Developed Countries
554;New Zealand;205;Developed Countries
574;Norfolk Island;205;Developed Countries
392;Japan;205;Developed Countries
60;Bermuda;205;Developed Countries
124;Canada;205;Developed Countries
304;Greenland;205;Developed Countries
666;Saint Pierre and Miquelon;205;Developed Countries
840;United States of America;205;Developed Countries
246;Finland;205;Developed Countries
352;Iceland;205;Developed Countries
372;Ireland;205;Developed Countries
578;Norway;205;Developed Countries
752;Sweden;205;Developed Countries
826;United Kingdom of Great Britain and Northern Ireland;205;Developed Countries
620;Portugal;205;Developed Countries
674;San Marino;205;Developed Countries
724;Spain;205;Developed Countries
40;Austria;205;Developed Countries
56;Belgium;205;Developed Countries
250;France;205;Developed Countries
276;Germany;205;Developed Countries
438;Liechtenstein;205;Developed Countries
442;Luxembourg;205;Developed Countries
492;Monaco;205;Developed Countries
528;Netherlands;205;Developed Countries
756;Switzerland;205;Developed Countries
51;Armenia;301;Commonwealth of Independent States
31;Azerbaijan;301;Commonwealth of Independent States
112;Belarus;301;Commonwealth of Independent States
398;Kazakhstan;301;Commonwealth of Independent States
417;Kyrgyzstan;301;Commonwealth of Independent States
498;Republic of Moldova;301;Commonwealth of Independent States
643;Russian Federation;301;Commonwealth of Independent States
762;Tajikistan;301;Commonwealth of Independent States
795;Turkmenistan;301;Commonwealth of Independent States
804;Ukraine;301;Commonwealth of Independent States
860;Uzbekistan;301;Commonwealth of Independent States
8;Albania;302;Transition countries of South-Eastern Europe
70;Bosnia and Herzegovina;302;Transition countries of South-Eastern Europe
191;Croatia;302;Transition countries of South-Eastern Europe
499;Montenegro;302;Transition countries of South-Eastern Europe
688;Serbia;302;Transition countries of South-Eastern Europe
807;The former Yugoslav Republic of Macedonia;302;Transition countries of South-Eastern Europe
40;Austria;303;European Union
56;Belgium;303;European Union
100;Bulgaria;303;European Union
196;Cyprus;303;European Union
203;Czech Republic;303;European Union
208;Denmark;303;European Union
233;Estonia;303;European Union
246;Finland;303;European Union
250;France;303;European Union
276;Germany;303;European Union
300;Greece;303;European Union
348;Hungary;303;European Union
372;Ireland;303;European Union
380;Italy;303;European Union
428;Latvia;303;European Union
440;Lithuania;303;European Union
442;Luxembourg;303;European Union
470;Malta;303;European Union
528;Netherlands;303;European Union
616;Poland;303;European Union
620;Portugal;303;European Union
642;Romania;303;European Union
703;Slovakia;303;European Union
705;Slovenia;303;European Union
724;Spain;303;European Union
752;Sweden;303;European Union
826;United Kingdom of Great Britain and Northern Ireland;303;European Union
